,prog,locality,source,cluster,dup,X1,Y1,bio1_current,bio7_current,bio12_current,bio15_current,bio1_LIG,bio7_LIG,bio12_LIG,bio15_LIG,bio1_LGM,bio7_LGM,bio12_LGM,bio15_LGM,bio1_MH,bio7_MH,bio12_MH,bio15_MH,bio1_gfdlesm4_370,bio7_gfdlesm4_370,bio12_gfdlesm4_370,bio15_gfdlesm4_370,bio1_gfdlesm4_585,bio7_gfdlesm4_585,bio12_gfdlesm4_585,bio15_gfdlesm4_585,bio1_ukesm1_370,bio7_ukesm1_370,bio12_ukesm1_370,bio15_ukesm1_370,bio1_ukesm1_585,bio7_ukesm1_585,bio12_ukesm1_585,bio15_ukesm1_585
0,1,NA,Tracking,w,9040347,6.31,14.57,280.8116674,248.0000067,336,152.0170288,242.4836426,316.8405762,732.3803711,132.1809082,244.5,274,142.75,143.25,261.5,256,583,150,300,270,374.8403244,162.1133347,302.3555756,269.9632168,375.0677643,169.401516,312.3054504,270,517.1559067,164.6978722,320,270.0852823,510.3663712,159.6099281
1,2,NA,Tracking,w,9014439,5.98,14.76,282.5287485,242.6000071,380.5,147.9505959,240.6379395,320.2727051,780.5727539,131.9819336,242.75,273.25,156,139.75,259.25,257.5,666,146.75,303.915925,266.9851589,432.4889069,159.6808929,305.1831818,260,440.2291183,166.3850555,315.6853008,260.1474667,578.3346863,160.5057259,318.3002424,267.0211267,581.6656494,154.0897255
2,3,NA,Tracking,w,9346202,16.09,12.1,289.2316628,265.4133288,461,142.6487274,254.0136719,320.3011068,738.4495443,118.3802083,259,289.6666667,235,131,270,273.6666667,716.6666667,142,310,246.7229525,530.3122965,145.3677368,310,250,526.1629232,140.3717295,310,250,781.7730916,149.7898102,310.6848717,260,731.1989543,149.1237895
3,4,NA,Tracking,w,9232001,6.07,13.02,279.2745876,240.2000046,557,138.6010323,241.9938965,313.265625,1006.344238,127.4291992,243.5,267.75,394.75,138.75,255.5,254.75,924.75,137.25,303.3426666,240,700.7153931,143.0244026,307.4320126,240,689.4103851,141.8423958,310,260,869.8818359,142.2407799,310.0164413,258.0275679,895.7820282,138.374321
4,5,NA,Tracking,w,9232003,6.14,13.03,279.0750058,241.0133553,550.6666667,139.1234182,241.6272786,313.6559245,996.0800781,127.5201823,243.6666667,268,387.6666667,139,255.3333333,255,912,137.6666667,305.4345385,240,699.4970907,143.439916,309.0421232,240,687.3533529,142.4158325,310,260,869.7787476,142.9305878,310,259.7747421,895.1280314,139.0062815
5,6,NA,Tracking,w,9315141,16.9,12.36,287.4994405,261.6133118,492,143.2218323,254.9931641,329.6230469,785.4830729,120.2018229,262,301.3333333,253,131.6666667,267.6666667,291,813,144.3333333,310,249.4723511,520.1353149,148.4930471,310,250,508.7505493,142.9872691,310.2063688,250,743.758667,151.8361206,320,260,724.0757446,151.4816284
6,7,NA,Tracking,w,9247827,17.96,12.9,292.4870825,257.3599863,477,144.5766411,258,324.8444824,690.2207031,121.1166992,265.75,296.25,200,133.25,268.5,288,708.25,152.5,310,240,431.731575,156.2379951,310,250,413.0693817,152.4116173,320,250,687.7767181,165.3870583,320,259.3286324,670.2861023,164.9386597
7,8,NA,Tracking,w,8967865,7.88,15.15,276.4170837,254.279995,238.25,163.6724815,236.5405273,321.7319336,557.1677246,131.2421875,236.5,279.75,54.5,131,258.5,259.75,437.5,156.5,300,289.9368382,268.3926773,179.4117661,300,280.2321196,267.2023849,188.5148544,310,281.9942999,406.2717133,181.4939041,310,289.4848824,397.430397,176.8565674
8,9,NA,Tracking,w,8962487,-0.37,15.17,292.8041697,256.1999941,286.5,143.4622345,251.8769531,314.9836426,762.3864746,126.3366699,253.25,265.75,131.5,135.5,270,256.75,549.5,142.75,326.6745758,260,311.5399399,162.2633514,329.2407513,256.3405085,342.1815338,171.6617165,340,260,355.5765762,153.5750618,340,260,345.8009338,151.9748421
9,10,NA,Tracking,w,9444717,20.07,11.32,279.2627716,246.3733355,776,125.5081253,248.6549479,325.2008464,1043.784505,115.9039714,251.6666667,262,590,120.3333333,257,276.6666667,1131.333333,127.3333333,300,210,671.9393311,129.5158793,300,210.1171748,666.2681478,123.9914729,310,219.6139463,1004.069682,133.115626,308.951149,230.0694529,943.6889242,135.7091471
10,11,NA,Tracking,w,9713707,4.66,9.13,268.4004164,183.5599899,1112,85.97075462,247.9916992,230.0620117,1342.699707,95.45458984,237,192.75,1031.75,85.75,259.25,188.75,1344,86.75,300,160,937.6379547,91.08939934,300,160,1005.182022,91.18713379,303.4374046,180,1212.290039,102.3048782,310,180,1195.73291,103.8839798
11,12,NA,Tracking,w,9117600,-12.32,13.92,284.1879129,224.1599941,739,135.4704781,262.2268066,306.5178223,770.6022949,131.0568848,243.5,243.75,811,138.75,262.5,240.25,1011.25,128.25,326.3779354,220,606.4976044,129.6872597,320.172863,220,691.6912537,127.9964027,330,224.1753387,731.7267914,136.2399025,332.2157097,220.3330278,642.5677948,134.3703003
12,13,NA,Tracking,w,9050230,-13.58,14.5,278.2783365,234.8699808,767.75,135.2939453,262.0441895,310.9775391,761.7607422,131.0134277,241,256.5,865.75,139.75,262.25,255.25,1063,127,320,218.110466,494.4898834,141.0332069,320,211.9946241,567.3726501,138.5219421,322.3164463,220,586.9758759,143.8214073,330,220,506.8307648,139.9078178
13,14,NA,Tracking,w,8848344,-7.98,16.1,293.7170839,282.8199959,257.5,136.3598709,262.7375488,338.4863281,299.7009277,129.4470215,247.25,265.25,167.25,152,272.75,266.25,423.75,140.75,320,280,318.1231766,153.7649689,320,270,335.8339233,157.8215485,330,279.1888189,281.6590958,150.5711861,340,270,249.6673012,143.2103424
14,15,NA,Tracking,w,8837994,-7.58,16.18,298.265419,283.6699963,246.75,136.4031105,264.8173828,334.6118164,329.9291992,127.4221191,250.5,262.5,164.25,148,275.5,263.75,439.5,139,320,280,295.183403,152,330,270,314.3201599,155.9030533,340,276.207099,260.5868683,147.0581551,340,270,236.0422974,140.313324
15,16,NA,Tracking,w,8682462,-13.05,17.45,302.474165,266.0899925,155.25,141.7174263,273.9572754,332.4755859,97.1484375,160.1777344,255.75,264,141.5,166,277,272,246.5,152,330,260,203.0895767,163.9279099,330,250,205.5280457,164.8452263,338.954792,260,155.6852646,157.1521339,340,250,144.7268982,153.269577
16,17,NA,Tracking,w,9045197,-7.45,14.53,273.9979172,274.380002,432.75,143.9003296,242.0092773,343.8671875,593.5905762,117.7067871,231,281.5,374.25,147.75,247.25,276.75,743.5,135.25,312.4835491,260,460.5661316,146.6793213,319.0009642,250.5337191,467.2195663,145.7485046,330,252.9854012,472.0634003,141.5354881,330,251.0128641,430.5676498,137.852314
17,18,NA,Tracking,w,8739615,-5.87,17,289.7341728,293.670001,152,135.5164719,252.1855469,342.5537109,333.7854004,148.6584473,239.25,280.5,68.75,141.25,271.25,273.25,276,146.5,310,290,146.3756676,153.8754654,310,280,164.2251892,158.0901299,320,280,130.4780464,145.9444466,320,280,120.2367325,139.067543
18,19,NA,Tracking,w,8957197,-4.95,15.23,289.9058294,280.8500195,304,141.1840935,236.0007324,327.7265625,552.3762207,119.6418457,230,273.25,179,138,248.25,268,535.25,138.25,320,260,378.9907761,155.9384727,320,250.0286293,378.7205353,153.7163887,330,257.26336,339.2676773,143.3327446,340,250,317.8503036,139.6218834
19,20,NA,Tracking,w,8988278,-4.89,14.99,288.0211131,280.6666629,324,139.7084808,235.0136719,329.3681641,578.280599,119.5524089,230.6666667,277.3333333,199,139,246,272,565,136,320,252.941068,424.9871521,152.3441671,320,250,417.0022583,148.7663829,330,250,392.0498047,140.3783366,340,250,369.1134745,137.1310679
20,21,NA,Tracking,w,8957176,-5.83,15.25,290.0883341,287.3800087,325,142.8459244,238.9414063,333.1618652,526.0939941,116.0847168,230.75,275.75,205,146,250,270.25,570.5,139,314.3695927,270,377.6465988,158.4099236,319.1938877,265.5466223,381.2777176,157.1129951,330,261.4898109,343.2411804,149.5087471,330,260,313.9240189,144.0255852
21,22,NA,Tracking,w,8837890,-11.89,16.19,289.0600014,247.6400042,257.75,132.1266289,258.7028809,348.6171875,166.5275879,131.6606445,239.25,267.25,268.5,156.25,260.75,271.75,426.5,142.25,319.6575546,240.0270128,434.2595673,151.452137,320.0727558,240,421.8533096,150.724762,330,249.1609859,365.8602982,150.9946785,332.1350288,240,331.0646667,145.0178413
22,23,NA,Tracking,w,9081626,-0.38,14.25,287.692914,246.18999,410.25,139.7565117,249.3459473,325.1005859,873.9233398,124.734375,252,275.75,219.75,136.25,265.75,262.25,704.25,137.25,320,240,418.1075363,154.6017609,320,240,429.5830231,159.165287,330,240,479.0583344,145.4528313,333.2199001,250,476.8702164,144
23,24,NA,Tracking,w,8796581,-6.45,16.52,292.0025015,287.1300077,199,134.3248177,254.9428711,333.0739746,335.5388184,141.2705078,242,265.5,103.75,142.5,270.25,260,346,143,310,280.5122423,229.5699196,157.839653,310,270.5122423,245.2902374,161.4301834,320,280,198.3545227,148.2369728,330,278.3856153,178.9677353,140.6383972
24,25,NA,Tracking,w,8998420,-13.99,14.91,285.0250053,242.3100042,589,141.8886604,264.9367676,312.7148438,559.6318359,137.9064941,243.25,262.5,661.25,148.25,265,262.5,817,132,320,230,446.8834991,146.1225548,320,220.5050373,498.4924316,143.4593391,321.1734104,230,491.627533,146.4662781,330,230,423.6429291,141.8935585
25,26,NA,Tracking,w,8905298,-9.07,15.64,290.9805489,275.3866704,326.3333333,141.3440399,260.3193359,350.656901,320.9576823,112.6149089,243.3333333,276.6666667,260.3333333,156.3333333,266.6666667,277,509,139,320,263.9927546,380.2758484,147.4778035,320,260,386.6271362,149.7624207,330,260.681839,355.3511353,146.9643046,340,260,294.2513835,139.7237956
26,27,NA,Tracking,w,9091668,-13.63,14.13,274.3787479,231.0999966,756,133.2343941,263.2998047,303.6894531,787.4875488,132.5761719,243,252.5,872.5,137.5,264,250,1040.25,126,321.9819641,218.4461498,537.663269,135.3214569,320,220,627.0310974,133.2464943,330,220,640.2946014,138.8845253,330.2485275,220,562.9953003,136.9107933
27,28,NA,Tracking,w,9013968,-13.66,14.77,283.251667,241.7000008,705.5,138.8659401,263.3439941,315.9855957,668.5974121,132.5910645,242,260.5,776.25,142.5,264,260.5,969.5,128.75,320,220,460.3733978,146.3500252,320,220,517.9627686,143.4289665,330,229.902997,532.2722778,148.7111816,330,229.4476175,453.9611588,143.4807243
28,29,NA,Tracking,w,8775651,-15.2,16.7,285.6008291,238.1100035,203.25,153.6086693,265.3637695,289.1401367,156.2194824,148.3327637,245,250,234.25,164.5,264,260.5,298.25,141,310,230,208.547245,163.4731522,310,220,223.1629791,163.4746666,319.8896551,233.8102913,187.8990479,159.4669151,320,230,179.1177597,154.9345284
29,30,NA,Tracking,w,8993191,-16.01,14.93,272.503891,220.0666746,459,151.7632497,253.2848307,256.9140625,504.2005208,158.7102865,234.6666667,262.6666667,683.3333333,163,253,246,634.3333333,139.6666667,290,200.0679207,376.3250224,151.8582001,290,200,433.7630819,150,294.2841593,207.4564107,413.3121847,147,300,208.8585472,375.6649475,147
30,31,NA,Tracking,w,8811955,-13.35,16.39,302.1391678,259.4200039,236.75,149.6089516,273.3056641,326.8845215,137.309082,149.2624512,252,259,279.25,165.75,274,263,381.25,145.75,330,240,297.0343094,160,330,234.4569349,301.6537094,160.3589439,340,240.1562691,256.1858444,160.9085808,340,240,235.056282,151.0412102
31,32,NA,Tracking,w,8977820,-9,15.08,281.3445807,259.8100042,437.25,142.1325531,250.7775879,348.4689941,520.739502,114.5371094,234.25,278.5,419.75,151.25,256.25,276.5,765.5,134,310,260,502.5651398,142,310.8362484,258.791523,517.1343155,143.9964027,320.5092716,260,507.3747101,143,330,252.1651888,433.5667496,138
32,33,NA,Tracking,w,8894872,-11.82,15.71,287.4012518,245.2000093,335.25,134.0559807,259.6035156,342.871582,205.6164551,120.0725098,240,267,300.25,155.75,261,268.75,439.75,143.25,319.6793127,239.5742226,449.2074738,147.3145409,320.7836437,238.4578371,445.8559494,145.0832825,326.5297699,240,425.6852188,148.0116882,332.7044392,238.4578371,361.7987595,141.1998482
33,34,NA,Tracking,w,9019140,-13.98,14.73,282.973999,243.5039902,639.4,139.3939758,263.7517578,310.3669922,620.1408203,136.5119141,242,260.2,716.2,144.6,264,259.4,878.2,130,320,229.7654533,465.5985901,143.2176361,320,229.1299171,530.2115723,140.440271,320,230,529.8453857,143.9932343,330,230,458.1935303,140.354303
34,35,NA,Tracking,w,9050186,-15.41,14.48,276.4416647,230.0299883,529.25,144.1141815,257.2246094,279.8969727,587.3796387,150.5925293,237.25,270,711.25,149.75,256.25,259,739.25,132.25,300,210.2152157,461.1333237,145.8920059,300,208.7029791,532.7631989,144.0929298,300.0439405,218.7029791,524.4570007,144.9885597,310,218.7029791,457.8542709,143.529911
35,36,NA,Tracking,w,8920907,-6.18,15.51,288.3277829,283.8666598,291,140.9705404,242.4248047,335.5634766,465.8333333,119.7226563,232.6666667,274.3333333,185.3333333,150.6666667,254.6666667,270,509,142,310,280,358.6201681,155.9609477,310.7538923,270,363.5830383,156.2366994,329.2073822,270,320.2133586,147.2615306,330,269.1578229,287.2870483,141.0687154
36,37,NA,Tracking,w,8931109,-12.79,15.43,295.1541662,252.9999971,392.5,143.3965454,270.4111328,336.5383301,313.4162598,127.7844238,250.25,267.75,430.75,156,271.75,269.25,570.25,138.75,330,240,399.5237198,152.7015228,330,233.8798285,407.2271729,149.5327034,340,240,396.7005005,154,340,230.0117207,325.5541,144
37,38,NA,Tracking,w,8754930,-15.24,16.87,284.1608381,239.1299963,181.5,154.2599602,264.9916992,286.7890625,138.4868164,150.5744629,246,245.5,212.75,164,263.25,258.25,277.75,140.5,310,230,187.8128738,164.2875099,310,220.2241611,198.6211967,163.8250084,311.1671925,232.0019817,165.4184608,157.9403915,320,230,158.2937431,154.8577156
38,39,NA,Tracking,w,8827597,-9.09,16.27,297.0745802,281.889987,236.25,141.6056061,265.0292969,340.376709,206.404541,144.7983398,247.25,263.25,165.25,158,272.75,266.25,370.75,141.75,320,280,276.2247849,153.8604965,330,270,281.0167923,155.7971039,340,280,229.404213,148.109436,340,270,201.553196,141.2806969
39,40,NA,Tracking,w,8967571,-4.36,15.15,283.375562,270.9733391,313.3333333,146.2311757,234.9039714,315.5800781,648.929362,119.9264323,231,264.6666667,211,144.3333333,247.6666667,256.6666667,649.6666667,143.3333333,320,260,417.5907898,154.793691,320,250,412.7892456,152.1507924,339.2801539,254.7141329,384.18514,141.0112864,340,250,363.038147,136.9791921
40,41,NA,Tracking,w,8822456,-7.5,16.3,299.3962526,283.9300013,233.25,135.6006699,267.3549805,331.6174316,328.7971191,129.5715332,253,259,154.75,142.75,278,260,432,138.25,325.9213066,280,276.5553589,151.9128265,330,270,296.675087,155.0107918,340,275.0907946,241.9751282,146.9232445,340.2415466,269.7950888,219.8087044,139.8818016
41,42,NA,Tracking,w,9133056,-15.83,13.83,274.7629166,229.1999912,664.25,145.8202553,259.3598633,260.0275879,718.1542969,154.9023438,247.75,305.75,968.5,150.5,259.75,246.5,919.5,139.25,290.2970839,181.2391329,559.6680756,146.3708267,290,180,656.002655,143.1702919,299.9650002,187.8815079,643.1752167,145.0747833,300,184.0426397,548.4628906,141.7188454
42,43,NA,Tracking,w,8988267,-5.35,14.97,287.6388931,281.9333458,337.3333333,142.3175557,236.4781901,334.2421875,584.5182292,115.2753906,230.3333333,280,220.3333333,135,246.3333333,275,613.3333333,135,320,260,398.6235555,157.1586914,320,250,393.5586344,153.2373657,330,251.3217862,368.5166321,146.1471659,340,250,343.725352,142.6405538
43,44,NA,Tracking,w,8905312,-8.49,15.66,288.3745861,279.1900063,306.25,138.1589241,257.8986816,346.0339355,321.0737305,116.935791,242,274,226.25,153.25,265.5,273,477.5,138,320,270,391.6364594,148.8878174,320,270,408.1457672,152.0946808,330,270,362.7856598,147.6330032,337.4783325,260,302.0162735,140.1788139
44,45,NA,Tracking,w,9081255,-15.87,14.24,276.6695786,225.0500154,560,148.0347633,262.1816406,265.8464355,652.4057617,154.1894531,246.75,293.25,876.25,152.75,262,254.25,825,136,300,200,474.1628494,150.1577873,300,198.8392162,552.6454163,148.4964104,300,200,540.0478668,147.8218307,303.7308884,200,480.7192307,145.3091431
45,46,NA,Tracking,w,8951940,-8.15,15.29,285.3483343,275.1999855,352.5,140.5067596,250.6257324,347.5317383,410.7756348,113.963623,236,278.5,276,152.75,258.25,275.5,567,138.25,310.5378914,270,441.905365,148.8120041,320,260,457.8920059,150.7387505,330,260,425.6964417,147.0016136,330,260,359.8318405,141.6104317
46,47,NA,Tracking,w,8998630,-5.24,14.91,287.6149988,282.7699947,340,142.34412,235.9780273,334.2080078,592.9316406,115.6821289,230.25,280.5,221,134.75,245.5,275.5,617.5,135,320,259.9632168,407.8253098,155.8519859,320,250,400.5709152,151.6986771,330,250,378.8500748,144.737896,340,250,354.5208817,141.7153358
47,48,NA,Tracking,w,8905390,-5.21,15.63,291.2358332,281.2299967,280.75,139.4152184,238.7570801,331.1408691,488.9069824,121.6928711,230.75,272.75,145.5,140.5,253,267,466.75,141.5,316.6276646,270,311.0652466,159.357914,319.2999935,260,318.6389618,158.1605377,330,260,270.3981934,146.4963913,330,260,251.8089561,141.99263
48,49,NA,Tracking,w,9101972,-16,14.06,278.1104231,223.7299871,616.75,148.5410233,264.6408691,255.666748,709.3476563,155.6491699,252.75,302.5,989.25,153.25,265,245.75,919.5,139.75,290.6618452,190,505.430809,150.7846909,290.5576706,190,589.598526,148.2833595,300,193.027215,574.5083313,147.7603989,300,193.9718437,507.2542725,144.7788048
49,50,NA,Tracking,w,8920916,-5.81,15.52,289.5903358,283.9120064,296,139.3939667,240.6789063,333.2994141,470.0308594,120.1154297,231.6,274,166.6,148,253.2,268.8,485.4,141.6,310,276.6268082,336.8433777,159.4444305,311.0560112,270,343.2487793,158.9792725,330,270,296.7257019,149.4119293,330,266.5796814,271.5589478,143.5724243
50,51,NA,Tracking,w,9045262,-4.73,14.52,276.1506653,290.5039978,412.2,139.0058624,235.9375,333.8863281,703.7625,117.6199219,232.4,285.6,275.8,136.4,245.4,280.6,742.8,137,320,248.3880768,498.0387878,147.0476929,320,240,484.9560913,141.9877106,340,240,486.3773376,136,340,240.0382919,464.8672668,133.7496307
